Date;Time of day;Germany/Luxembourg[€/MWh];Denmark 1[€/MWh];Denmark 2[€/MWh];France[€/MWh];Northern Italy[€/MWh];Netherlands[€/MWh];Poland[€/MWh];Sweden 4[€/MWh];Switzerland[€/MWh];Slovenia[€/MWh];Czech Republic[€/MWh];Hungary[€/MWh];Austria[€/MWh];DE/AT/LU[€/MWh];Belgium[€/MWh];Norway 2[€/MWh]
Jan 28, 2021;3:00 AM;42.4;42.4;42.4;42.4;50.5;42.4;43.61;42.4;44.29;42.4;39.96;39.96;42.4;-;42.4;42.4
Jan 28, 2021;4:00 AM;43.64;43.64;43.64;43.64;50.99;43.64;43.64;43.64;45.85;43.64;41;41;43.64;-;43.64;43.64
Jan 28, 2021;5:00 AM;44.41;44.41;44.41;44.41;57;44.41;49.24;44.41;49.64;44.41;44.5;44.5;44.41;-;44.41;44.41
Jan 28, 2021;6:00 AM;53.52;53.52;53.52;53.14;62.17;53.25;58.48;53.52;55.25;55.46;51.54;51.54;55.46;-;53.2;53.52
Jan 28, 2021;7:00 AM;63.46;63.54;68.23;63.26;71;63.44;59.59;68.23;61.63;63.43;62.5;62.5;63.43;-;63.33;63.54
Jan 28, 2021;8:00 AM;68.39;72.52;72.52;65.41;73.17;68.09;62.91;72.52;65.07;73.17;64.9;65.61;67.95;-;66.54;72.52
Jan 28, 2021;9:00 AM;66.7;68.83;68.83;66.1;71.28;66.64;63.74;68.83;66.06;66.61;65.01;65.42;66.61;-;66.32;68.83
Jan 28, 2021;10:00 AM;64.98;67.06;67.69;64.98;70;64.98;62.82;67.69;64.29;64.98;64.05;64.05;64.98;-;64.98;67.06
Jan 28, 2021;11:00 AM;64;64;67.44;64;64;64;63.18;67.44;62.96;64;63.76;63.76;64;-;64;64
Jan 28, 2021;12:00 PM;60.74;60.74;62.81;60.74;60.74;60.74;62.81;62.81;61.94;60.74;62.78;62.78;60.74;-;60.74;60.74
Jan 28, 2021;1:00 PM;60.08;60.08;61.56;59.31;59.84;57;61.56;61.56;59.81;59.84;60.1;60.1;59.84;-;58.87;60.08
Jan 28, 2021;2:00 PM;59.6;59.6;61.06;56.35;61;48;60.96;61.06;59.83;61;58.7;58.7;61;-;54.81;59.6
Jan 28, 2021;3:00 PM;56.71;56.71;59.52;53.2;60.9;46.1;59.52;59.52;59.66;60.9;58.89;58.89;60.9;-;51.97;56.71
Jan 28, 2021;4:00 PM;55;56.76;68.2;55.03;64;53.71;62.57;68.2;59.55;64;61.45;61.45;60.08;-;54.6;56.76
Jan 28, 2021;5:00 PM;60.62;62.56;80.07;60.49;68.17;58.84;63.11;80.07;61.64;68.17;63.84;65.81;64.93;-;60.03;62.56
Jan 28, 2021;6:00 PM;63.33;65.36;69.77;63.33;65;63.3;62.94;69.77;63.38;65;64.36;66.42;63.47;-;63.32;65.36
Jan 28, 2021;7:00 PM;60.7;60.7;61.17;63.74;63.74;55.48;61.17;61.17;61.32;63.74;63;63;61.55;-;63.31;60.7
Jan 28, 2021;8:00 PM;54.92;55.67;55.67;56.54;60.03;52.13;58.34;55.67;59.43;55.36;57.43;58.1;55.36;-;56.7;55.67
Jan 28, 2021;9:00 PM;52.02;53.3;53.3;52.02;56;52.02;53.3;53.3;53.16;52.02;52.1;53.12;52.02;-;52.02;53.3
Jan 28, 2021;10:00 PM;51.02;51.02;51.02;51.02;51.02;51.02;51.02;51.02;49.8;51.02;49.9;51.27;51.02;-;51.02;51.02
Jan 28, 2021;11:00 PM;45.51;45.51;45.51;45.51;45.51;45.51;45.51;45.51;45.85;45.51;47.23;47.23;45.51;-;45.51;45.51
Jan 29, 2021;12:00 AM;42.71;42.71;42.71;42.71;42.71;42.71;42.71;42.71;43.78;42.71;43.89;43.89;42.71;-;42.71;42.71
Jan 29, 2021;1:00 AM;39.86;39.86;40.84;38.25;39.64;39.65;40.84;40.84;41.63;39.64;41.33;41.33;39.64;-;38.9;40.84
Jan 29, 2021;2:00 AM;38.42;38.42;39.37;33.66;35.41;37.79;39.71;39.37;39.16;35.41;39.04;39.04;37.77;-;35.58;39.37
Jan 29, 2021;3:00 AM;37.85;37.85;38.78;29.99;35.31;36.8;39.82;38.78;38.92;35.31;37.03;37.03;36.77;-;33.13;38.78
Jan 29, 2021;4:00 AM;37.61;37.61;39.38;29;36.43;36.46;39.76;39.38;39.02;36.43;38.07;38.07;36.43;-;32.45;39.38
Jan 29, 2021;5:00 AM;39.83;42.85;42.96;33;39.99;38.99;42.96;42.96;46.85;39.99;41.89;41.89;39.99;-;35.69;42.85
Jan 29, 2021;6:00 AM;45;45;47.17;45;57.35;45;58.7;47.17;55.52;45;49.17;49.17;45;-;45;45
Jan 29, 2021;7:00 AM;55.42;55.42;65.09;55.34;65.54;55.42;59.03;65.09;58.03;64.46;58.17;58.47;64.46;-;55.34;55.42
Jan 29, 2021;8:00 AM;58.56;58.56;73.39;58.6;73;58.56;60.17;73.39;60.03;60.55;63.36;65.34;60.55;-;58.6;58.56
Jan 29, 2021;9:00 AM;58.88;58.88;73.28;58.89;68;58.88;62.91;73.28;59.27;59.2;65.99;65.99;59.2;-;58.89;58.88
Jan 29, 2021;10:00 AM;56.67;56.67;68.76;56.87;63.51;56.67;62.94;68.76;59.91;62.06;65;65;62.06;-;56.74;56.67
Jan 29, 2021;11:00 AM;54.73;54.73;63.54;54.67;63.77;54.73;63.54;63.54;58.95;63.77;62.43;62.43;63.77;-;54.67;54.73
Jan 29, 2021;12:00 PM;53.42;53.42;62.69;53.2;60.96;53.29;62.69;62.69;58.07;60.96;57.4;57.4;60.96;-;53.24;53.42
Jan 29, 2021;1:00 PM;49.01;49.01;62.5;49.01;60.97;49.01;62.5;62.5;57.01;60.97;56.29;56.29;60.97;-;49.01;49.01
Jan 29, 2021;2:00 PM;46.02;46.02;54.99;45.33;61;45.72;60.76;54.99;57.42;58.28;53.93;53.93;58.28;-;45.53;46.84
Jan 29, 2021;3:00 PM;50.69;50.69;51.94;44.85;58.77;49.9;59.4;51.94;57.99;52.08;53.08;53.08;52.08;-;47.17;50.69
Jan 29, 2021;4:00 PM;54.98;54.98;63.86;48.85;60.98;54.39;63.86;63.86;58.44;54.26;57.7;57.7;54.26;-;51.36;54.98
Jan 29, 2021;5:00 PM;59.54;59.54;66.45;54.68;60.52;59.54;66.45;66.45;58.56;58.9;60.33;60.33;58.9;-;56.9;59.54
Jan 29, 2021;6:00 PM;60.79;60.79;63.64;60.79;61;60.79;63.64;63.64;59.29;60.79;60;60.21;60.79;-;60.79;60.79
Jan 29, 2021;7:00 PM;59.38;59.38;59.38;59.38;60.52;59.38;62.43;59.38;58.94;59.38;58;58;59.38;-;59.38;59.38
Jan 29, 2021;8:00 PM;54.34;54.34;54.34;54.34;59.46;54.34;59.14;54.34;54.8;56.91;51.22;52.44;54.34;-;54.34;54.34
Jan 29, 2021;9:00 PM;50.03;50.03;50.03;50.03;54;50.03;58.88;50.03;49.81;50.03;47.31;47.31;50.03;-;50.03;50.03
Jan 29, 2021;10:00 PM;45.9;45.9;45.9;45.9;47;45.9;54.93;45.9;48.08;45.9;45.3;45.3;45.9;-;45.9;45.9
Jan 29, 2021;11:00 PM;42.79;42.79;42.79;42.79;42.79;42.79;48.68;42.79;43.4;42.79;41.14;41.14;42.79;-;42.79;42.79
Jan 30, 2021;12:00 AM;42.02;42.02;42.33;42.02;42.02;42.02;48.36;42.33;43.8;42.02;38.7;38.7;42.02;-;42.02;42.33
Jan 30, 2021;1:00 AM;39.42;40.39;40.39;40.17;40.17;42.31;48.69;40.39;40.15;39.67;35.77;35.77;39.67;-;40.54;40.39
Jan 30, 2021;2:00 AM;37.54;39.05;39.05;37.9;37.9;39.05;48.8;39.05;37.64;37.66;34.71;34.71;37.66;-;38.07;39.05
Jan 30, 2021;3:00 AM;35.81;37.96;37.96;36.27;36.27;37.96;49.62;37.96;36.44;35.97;33.35;33.35;35.97;-;36.48;37.96
Jan 30, 2021;4:00 AM;34.86;34.86;38.08;34.86;34.86;34.86;49.35;38.08;34.54;34.86;32.94;32.94;34.86;-;34.86;38.08
Jan 30, 2021;5:00 AM;38.09;38.09;39.41;38.09;38.09;38.09;49.34;39.41;38;38.09;34.7;34.7;38.09;-;38.09;39.41
Jan 30, 2021;6:00 AM;41.08;41.08;41.56;41.08;47.98;41.08;50.19;41.56;45.67;41.08;37.45;37.45;41.08;-;41.08;41.56
Jan 30, 2021;7:00 AM;43.35;43.35;43.35;43.35;52.34;43.35;50.85;43.35;49.83;43.35;41.81;41.81;43.35;-;43.35;43.35
Jan 30, 2021;8:00 AM;48.74;48.74;48.74;48.74;56.09;48.74;53.88;48.74;49.58;48.74;47.02;47.02;48.74;-;48.74;48.26
Jan 30, 2021;9:00 AM;57.73;57.73;57.73;57.73;57.73;57.73;58.78;57.73;53.41;57.73;52.26;52.26;57.73;-;57.73;57.73
Jan 30, 2021;10:00 AM;57.81;57.81;57.81;57.81;57.81;57.81;59.04;57.81;56.28;57.81;54.14;54.14;57.81;-;57.81;57.81
Jan 30, 2021;11:00 AM;57.78;57.78;57.78;57.78;57.78;57.78;59.05;57.78;55.01;57.78;54.39;54.39;57.78;-;57.78;57.78
Jan 30, 2021;12:00 PM;55.13;55.13;55.13;55.13;55.13;55.13;58.8;55.13;54.29;55.13;52.94;52.94;55.13;-;55.13;55.13
Jan 30, 2021;1:00 PM;50.6;50.6;50.6;50.6;50.6;50.6;59.12;50.6;50.45;50.6;49.75;49.75;50.6;-;50.6;50.6
Jan 30, 2021;2:00 PM;47.99;47.99;47.99;47.99;47.99;47.99;58.71;47.99;48.85;47.99;48.23;48.23;47.99;-;47.99;47.99
Jan 30, 2021;3:00 PM;48.05;48.05;48.05;48.05;48.05;48.05;55.05;48.05;49.38;48.05;49.82;49.82;48.05;-;48.05;48.05
Jan 30, 2021;4:00 PM;56.58;56.58;56.58;45.04;50;56.06;59.1;56.58;54.63;50;53.53;53.53;55.08;-;49.58;56.58
Jan 30, 2021;5:00 PM;60.58;60.58;60.58;59.69;60.47;60.54;60.58;60.58;58.68;60.47;58.55;58.55;60.47;-;60.04;60.58
Jan 30, 2021;6:00 PM;61.65;61.65;61.65;61.65;61.65;61.65;61.65;61.65;61.07;61.65;59.55;59.55;61.65;-;61.65;61.65
Jan 30, 2021;7:00 PM;59.62;59.62;59.62;59.62;59.62;59.62;59.62;59.62;59.03;59.62;56.3;56.3;59.62;-;59.62;59.62
Jan 30, 2021;8:00 PM;52.78;52.78;52.78;52.78;58;52.78;57.01;52.78;53.83;52.78;50.96;50.96;52.78;-;52.78;52.78
Jan 30, 2021;9:00 PM;46.96;46.96;46.96;46.96;49.4;46.96;51.74;46.96;50.12;46.96;46.08;46.08;46.96;-;46.96;46.96
Jan 30, 2021;10:00 PM;46.98;46.98;46.98;46.98;47.4;46.98;49.69;46.98;47.5;46.98;44.58;44.58;46.98;-;46.98;46.98
Jan 30, 2021;11:00 PM;42.3;42.3;42.3;42.3;45.85;42.3;50.25;42.3;43.97;42.3;40.49;40.49;42.3;-;42.3;42.3
Jan 31, 2021;12:00 AM;42.08;42.08;42.08;42.08;42.08;42.08;42.08;42.08;43.31;42.08;40.75;40.75;42.08;-;42.08;42.08
Jan 31, 2021;1:00 AM;40.98;40.98;40.98;40.98;40.98;40.98;40.98;40.98;38.49;40.98;39;37.62;40.98;-;40.98;40.98
Jan 31, 2021;2:00 AM;40.51;40.51;40.51;40.51;40.51;40.51;40.51;40.51;36.98;40.51;39;35.98;40.51;-;40.51;40.51
Jan 31, 2021;3:00 AM;39.5;39.5;39.5;39.5;39.5;39.5;40.56;39.5;35.23;39.5;39.12;34.88;39.5;-;39.5;39.5
Jan 31, 2021;4:00 AM;38.61;38.61;39.55;38.61;38.61;38.61;44.14;39.55;35.01;38.61;37.25;36.1;38.61;-;38.61;39.55
Jan 31, 2021;5:00 AM;40.41;40.41;40.62;40.41;40.41;40.41;44.13;40.62;35.42;40.41;36.98;36.98;40.41;-;40.41;40.41
Jan 31, 2021;6:00 AM;40.37;40.37;40.82;40.37;40.37;40.37;40.82;40.82;36.46;40.37;36.77;36.77;40.37;-;40.37;40.42
Jan 31, 2021;7:00 AM;41.29;41.29;41.29;41.29;41.29;41.29;41.29;41.29;40.99;41.29;38.73;38.73;41.29;-;41.29;41.29
Jan 31, 2021;8:00 AM;44.85;44.85;44.85;44.85;44.85;44.85;44.85;44.85;45.05;44.85;42.45;42.45;44.85;-;44.85;44.85
Jan 31, 2021;9:00 AM;49.15;49.15;49.15;49.15;49.15;49.15;49.15;49.15;47.06;49.15;45.94;45.94;49.15;-;49.15;49.15
Jan 31, 2021;10:00 AM;50.73;50.73;50.73;50.73;50.73;50.73;50.73;50.73;48.37;50.73;47.27;47.27;50.73;-;50.73;50.73
Jan 31, 2021;11:00 AM;51.14;51.14;51.14;51.14;51.14;51.14;51.14;51.14;49.52;51.14;48.52;48.52;51.14;-;51.14;51.14
Jan 31, 2021;12:00 PM;50.37;50.37;50.37;50.37;50.37;50.37;50.37;50.37;48.37;50.37;46.16;46.16;50.37;-;50.37;50.37
Jan 31, 2021;1:00 PM;46.23;46.23;46.43;46.23;46.23;46.23;46.43;46.43;45.06;46.23;43;43;46.23;-;46.23;46.23
Jan 31, 2021;2:00 PM;45.9;45.9;45.95;45.9;45.9;45.9;45.95;45.95;41.87;45.9;42.88;42.88;45.9;-;45.9;45.9
Jan 31, 2021;3:00 PM;47.92;47.92;47.92;47.92;47.92;47.92;47.92;47.92;43.92;47.92;44.49;44.49;47.92;-;47.92;47.92
Jan 31, 2021;4:00 PM;52.92;52.92;52.92;50.73;50.73;53.56;52.92;52.92;50.14;50.73;49.98;49.98;52.56;-;53.7;52.92
Jan 31, 2021;5:00 PM;64.46;64.46;64.46;59.45;59.45;64.46;61.6;64.46;57.54;59.45;58.4;58.4;63.77;-;62.35;64.46
Jan 31, 2021;6:00 PM;63.88;63.88;63.88;63.88;63.88;63.88;60.45;63.88;61.18;63.88;61;61;63.88;-;63.88;63.88
Jan 31, 2021;7:00 PM;62.35;62.35;62.35;62.35;62.35;62.35;61.65;62.35;60.48;62.35;58.33;58.33;62.35;-;62.35;62.35
Jan 31, 2021;8:00 PM;57.99;57.99;57.99;57.99;57.99;57.99;57.99;57.99;57.51;57.99;54.84;54.84;57.99;-;57.99;57.99
Jan 31, 2021;9:00 PM;51.34;51.34;51.34;51.34;51.85;51.34;51.34;51.34;51.53;51.34;49.71;49.71;51.34;-;51.34;51.34
Jan 31, 2021;10:00 PM;49.28;49.28;49.28;49.28;49.28;49.28;49.28;49.28;49.99;49.28;48.54;48.54;49.28;-;49.28;49.28
Jan 31, 2021;11:00 PM;45.36;45.36;45.36;45.36;45.36;45.36;45.36;45.36;45.09;45.36;44.23;44.23;45.36;-;45.36;45.36
Feb 1, 2021;12:00 AM;41.18;41.18;42.55;41.18;41.18;41.18;42.55;42.55;42.7;41.18;41;39.99;41.18;-;41.18;42.55
Feb 1, 2021;1:00 AM;40;40;40.98;40;40;40;42.75;40.98;40.76;40;40.56;33.35;40;-;40;40.98
Feb 1, 2021;2:00 AM;40;40;40.94;40;40;40;41.44;40.94;38.92;40;39.8;18.76;40;-;40;40.94
Feb 1, 2021;3:00 AM;38.51;38.51;40.02;38.51;38.51;38.51;44.15;40.02;37.99;38.51;38;10.91;38.51;-;38.51;40.02
Feb 1, 2021;4:00 AM;36.48;37.4;40.76;34.87;34.87;37.4;44.23;40.76;38.6;34.87;39;34.84;36.18;-;38.33;40.29
Feb 1, 2021;5:00 AM;39.99;39.99;48.31;39.99;39.99;39.99;48.58;48.31;43.04;39.99;41;41;39.99;-;39.99;40.41
Feb 1, 2021;6:00 AM;53.94;53.94;59.42;53.94;56.56;53.94;59.42;59.42;53.13;53.94;49.3;49.3;53.94;-;53.94;53.94
Feb 1, 2021;7:00 AM;63.39;63.39;149.95;63.39;63.39;63.39;63.18;149.95;63.8;63.39;62.71;62.71;63.39;-;63.39;63.39
Feb 1, 2021;8:00 AM;64.81;64.81;199.94;64.81;70.83;64.81;64.31;199.94;65.15;64.81;65;65;64.81;-;64.81;64.81
Feb 1, 2021;9:00 AM;65.1;65.1;165.79;65.1;76.96;65.1;67.31;165.79;65.5;65.1;65.18;65.18;65.1;-;65.1;65.1
Feb 1, 2021;10:00 AM;64.66;64.66;125.54;64.66;72.08;64.66;66.19;125.54;65.15;64.66;63.91;63.91;64.66;-;64.66;64.66
Feb 1, 2021;11:00 AM;65.57;65.57;67.18;65.57;70.08;65.57;67.18;67.18;65.06;65.57;63.57;63.57;65.57;-;65.57;65.57
Feb 1, 2021;12:00 PM;64.46;64.46;66.04;64.46;64.46;64.46;66.04;66.04;63.75;64.46;62.4;62.4;64.46;-;64.46;64.46
Feb 1, 2021;1:00 PM;64.76;64.76;66.35;64.76;64.76;64.76;66.35;66.35;62.84;64.76;62.1;62.1;64.76;-;64.76;64.76
Feb 1, 2021;2:00 PM;64;64;78.45;64;69.01;64;64.32;78.45;62.98;64;62.5;62.5;64;-;64;64
Feb 1, 2021;3:00 PM;63.3;63.3;86.08;62.18;75.37;63.18;63.14;86.08;63.87;63.12;63.91;63.91;63.12;-;62.62;63.3
Feb 1, 2021;4:00 PM;64.26;64.26;140.02;58.27;70.83;63.74;63.99;140.02;66.67;63.32;67.38;67.38;63.32;-;60.63;64.26
Feb 1, 2021;5:00 PM;70.17;70.17;199.94;63.04;84.08;69.42;64.29;199.94;70.26;69.12;75.85;75.85;69.12;-;65.85;70.17
Feb 1, 2021;6:00 PM;81.58;81.58;119.03;81.58;81.83;81.58;63.17;119.03;73.15;81.58;76.16;76.16;81.58;-;81.58;81.58
Feb 1, 2021;7:00 PM;69.9;69.9;70.47;69.9;74.9;69.9;60.96;70.47;71.09;69.9;70.84;70.84;69.9;-;69.9;69.9
Feb 1, 2021;8:00 PM;62.29;62.29;62.29;62.29;69;62.29;59.35;62.29;63.63;62.29;63.5;63.5;62.29;-;62.29;62.29
Feb 1, 2021;9:00 PM;56.36;56.36;56.36;56.36;57.38;56.36;56.36;56.36;60.18;56.36;56.58;58.33;56.36;-;56.36;56.36
Feb 1, 2021;10:00 PM;55.25;55.25;55.25;55.25;55.25;55.25;55.25;55.25;57.94;55.25;55.2;55.93;55.25;-;55.25;55.25
Feb 1, 2021;11:00 PM;49.4;49.4;49.4;49.4;49.4;49.4;49.4;49.4;52.87;49.4;48.99;48.99;49.4;-;49.4;49.4
Feb 2, 2021;12:00 AM;46.13;46.13;46.13;46.13;48.06;46.13;48.71;46.13;49.27;46.13;48.59;48.59;46.13;-;46.13;46.13
Feb 2, 2021;1:00 AM;45.05;45.05;45.05;45.05;45.05;45.05;49.46;45.05;47.54;45.05;46.05;46.05;45.05;-;45.05;45.05
Feb 2, 2021;2:00 AM;43.59;43.59;43.59;43.59;43.59;43.59;48.28;43.59;46.19;43.59;44.21;43.91;43.59;-;43.59;43.59
Feb 2, 2021;3:00 AM;42.08;42.44;42.44;41.04;41.9;42.44;49.4;42.44;45.69;41.9;44.07;44.07;41.9;-;42.7;42.44
Feb 2, 2021;4:00 AM;43.98;43.98;43.98;22.59;40.82;43.98;49.59;43.98;45.16;40.82;44.47;44.47;40.82;-;35.35;43.98
Feb 2, 2021;5:00 AM;46.09;46.09;47.72;30.67;46.72;45.02;49.15;47.72;48.92;43.88;48.35;48.35;43.88;-;36.74;46.09
Feb 2, 2021;6:00 AM;58.17;58.17;62.46;49.19;59.1;57.51;62.46;62.46;58.22;56.86;55.63;55.63;56.86;-;52.73;58.17
Feb 2, 2021;7:00 AM;63.34;63.34;116.5;62.2;65.94;60;62.5;116.5;65.69;62.99;65.9;66.81;62.99;-;61.56;63.34
Feb 2, 2021;8:00 AM;78.13;78.13;152.25;59.46;76.28;57.4;63.44;152.25;70.08;76.28;71.33;71.33;76.28;-;58.21;78.13
Feb 2, 2021;9:00 AM;69.46;69.46;119.43;65.05;69.22;59.63;64.31;119.43;69.68;69.22;70.96;70.96;69.22;-;62.48;69.46
Feb 2, 2021;10:00 AM;66.28;66.28;100.08;58.19;65;60;64.29;100.08;66.59;65;67.52;67.52;65;-;58.81;66.28
Feb 2, 2021;11:00 AM;65.17;65.17;66.77;56.19;64.12;42.7;64.96;66.77;64.78;64.12;65.89;65.89;64.12;-;50.99;65.17
Feb 2, 2021;12:00 PM;61.47;61.47;63.99;56.61;60.15;52;63.99;63.99;63.19;60.15;64.1;64.1;60.15;-;54.87;61.47
Feb 2, 2021;1:00 PM;61.04;61.04;62.58;48.64;59.21;60.26;62.58;62.58;61.2;59.21;61.55;61.55;59.21;-;53.48;61.04
Feb 2, 2021;2:00 PM;59.47;59.47;64.43;43.68;60.4;58.06;61.36;64.43;60.36;60.4;59.89;59.89;60.4;-;49.73;59.47
Feb 2, 2021;3:00 PM;54.45;54.45;64.75;45.19;60.45;52.96;60.47;64.75;60.45;60.45;58.8;59.15;60.45;-;48.53;54.45
Feb 2, 2021;4:00 PM;47.97;47.97;78.94;40.16;62.14;45.7;62.76;78.94;61.17;60.96;57.02;61.18;60.96;-;42.64;47.97
Feb 2, 2021;5:00 PM;58.14;58.14;89.28;54.35;71.43;57.41;64.19;89.28;61.53;71.43;61.08;65.68;60.94;-;55.7;58.14
Feb 2, 2021;6:00 PM;58.18;58.18;66.01;58.18;74;58.18;64.39;66.01;62.89;74;63.17;66;58.18;-;58.18;58.18
Feb 2, 2021;7:00 PM;58.06;58.06;60.11;58.06;70.29;58.06;60.11;60.11;60.32;70.29;59.51;61.04;58.06;-;58.06;58.06
Feb 2, 2021;8:00 PM;49.96;49.96;51.19;49.96;65;49.96;59.78;51.19;60.3;56;53.15;56.2;49.96;-;49.96;49.96
Feb 2, 2021;9:00 PM;47.47;47.47;48.64;47.47;60.29;47.47;58.52;48.64;58.41;54.64;46.88;47.57;47.47;-;47.47;47.47
Feb 2, 2021;10:00 PM;46.54;46.54;46.54;46.54;55.83;46.54;55.34;46.54;52.7;50.1;46.4;46.4;46.54;-;46.54;46.26
Feb 2, 2021;11:00 PM;40.62;40.62;41.98;40.62;49.99;40.62;48.36;41.98;49.38;40.62;40.23;40.23;40.62;-;40.62;40.91
Feb 3, 2021;12:00 AM;35.58;35.58;38.69;35.58;51;35.58;48.7;38.69;48.42;35.58;35.87;35.87;35.58;-;35.58;38.56
Feb 3, 2021;1:00 AM;31.41;31.41;37.53;28.52;47.16;31.22;48.83;37.53;46.12;31;33.14;33.14;31;-;29.66;37.53
Feb 3, 2021;2:00 AM;30.78;30.78;36.73;22.91;44.2;30.27;49.28;36.73;44.82;29.67;31.5;31.5;29.67;-;26.01;36.18
Feb 3, 2021;3:00 AM;29.99;29.99;36.91;12.77;40.9;28.89;48.76;36.91;42.85;27.58;30.25;30.25;27.58;-;19.57;35.2
Feb 3, 2021;4:00 AM;31.76;31.76;38.69;6.4;40.78;30.14;48.6;38.69;40.46;28.21;31.68;31.68;28.21;-;16.45;35.91
Feb 3, 2021;5:00 AM;37.91;37.91;41.23;22.64;48.66;36.99;49.29;41.23;47.26;35.78;35.91;35.91;35.78;-;28.68;38.49
Feb 3, 2021;6:00 AM;41.2;41.2;45.04;41.2;60;41.2;59.93;45.04;54.96;41.2;43.71;43.71;41.2;-;41.2;40.62
Feb 3, 2021;7:00 AM;55.91;55.91;68.71;55.91;70;55.91;60.33;68.71;57.77;55.91;52.52;56.04;55.91;-;55.91;55.91
Feb 3, 2021;8:00 AM;56.08;56.08;84.84;56.08;71.17;56.08;61.75;84.84;59.82;56.08;60.3;61;56.08;-;56.08;56.08
Feb 3, 2021;9:00 AM;56.08;56.08;73.97;56.08;70;56.08;62.79;73.97;59.45;56.08;60;60;56.08;-;56.08;56.08
Feb 3, 2021;10:00 AM;54.03;54.03;84.88;54.03;66.37;54.03;62.52;84.88;59.79;54.03;57.05;57.05;54.03;-;54.03;54.03
Feb 3, 2021;11:00 AM;56.97;56.97;61.56;56.97;63.37;56.97;61.56;61.56;59.93;56.97;56.25;56.25;56.97;-;56.97;56.97
Feb 3, 2021;12:00 PM;54.31;54.31;59.89;54.31;61;54.31;59.89;59.89;58.01;54.31;54.46;54.46;54.31;-;54.31;54.31
Feb 3, 2021;1:00 PM;51.79;51.79;58.92;48.09;62.37;51.58;59.14;58.92;58.29;51.25;55.65;55.65;51.25;-;49.57;51.79
Feb 3, 2021;2:00 PM;45.92;45.92;50.07;44.89;63.23;46.23;59.73;50.07;58.53;45.73;54.48;54.48;45.73;-;46.5;45.92
Feb 3, 2021;3:00 PM;43.62;43.62;49.01;41.15;64.23;44.36;59.82;49.01;58.09;43.16;54.22;54.22;43.16;-;45;43.62
Feb 3, 2021;4:00 PM;42.01;42.01;55.05;42.01;66.37;42.01;60.26;55.05;58.43;42.01;53.38;53.38;42.01;-;42.01;42.01
Feb 3, 2021;5:00 PM;48.01;48.01;68.88;48.01;70;48.01;62.98;68.88;57.75;48.01;58.87;58.87;48.01;-;48.01;48.01
Feb 3, 2021;6:00 PM;53.25;53.25;54.56;53.25;66.7;53.25;60.24;54.56;59.75;53.25;57;57;53.25;-;53.25;53.25
Feb 3, 2021;7:00 PM;50.86;50.86;50.86;53.2;63.23;55.04;59.15;50.86;58.79;51.85;54.25;54.25;51.85;-;54.38;50.86
Feb 3, 2021;8:00 PM;43.71;43.71;43.71;46.09;57.75;49.18;59.18;43.71;58.73;44.31;48.4;48.4;44.31;-;46.8;43.71
Feb 3, 2021;9:00 PM;41.79;41.79;41.79;42.88;56.2;45.2;46.61;41.79;56.12;42.08;44.76;44.76;42.08;-;43.09;41.79
Feb 3, 2021;10:00 PM;40.15;40.15;40.15;43.52;52.1;47.4;49.72;40.15;51.02;41.09;39.15;39.15;41.09;-;43.9;40.15
Feb 3, 2021;11:00 PM;35.51;35.51;36.93;38.32;45.4;41.78;46.67;36.93;44.29;36.29;31.7;31.7;36.29;-;38.7;36.93
Feb 4, 2021;12:00 AM;33.87;33.87;34.95;37.35;37.35;42.3;42.93;34.95;42.05;34.82;33.11;33.11;34.82;-;38.09;34.95
Feb 4, 2021;1:00 AM;33.39;33.39;34.46;35.49;35.49;38.77;42.52;34.46;40.02;33.97;29.84;29.84;33.97;-;36.02;34.46
Feb 4, 2021;2:00 AM;32.89;32.89;33.94;34.58;34.58;37.18;41.24;33.94;36.65;33.36;28.15;28.15;33.36;-;35;33.94
Feb 4, 2021;3:00 AM;31.99;31.99;34.56;31.99;31.99;31.99;42.57;34.56;36.36;31.99;27.86;27.86;31.99;-;31.99;34.56
Feb 4, 2021;4:00 AM;35.2;35.2;36.97;35.2;35.2;35.2;42.91;36.97;35.87;35.2;28.97;28.97;35.2;-;35.2;36.97
Feb 4, 2021;5:00 AM;39.37;39.37;39.53;39.37;39.37;39.37;48.09;39.53;42.03;39.37;35.39;35.39;39.37;-;39.37;39.53
Feb 4, 2021;6:00 AM;48.32;48.32;48.32;48.32;55.36;48.32;56.72;48.32;53.47;48.32;45.49;45.49;48.32;-;48.32;48.32
Feb 4, 2021;7:00 AM;57.15;57.15;62.71;57.15;60;57.15;62.71;62.71;58.94;57.15;56.73;56.73;57.15;-;57.15;57.15
Feb 4, 2021;8:00 AM;59.19;59.19;84.86;59.19;67.89;59.19;64.27;84.86;60.07;59.19;58.86;58.86;59.19;-;59.19;59.19
Feb 4, 2021;9:00 AM;57.7;57.7;80.09;60;63.48;55;64.24;80.09;59.38;58.27;57.58;57.58;58.27;-;60.57;57.7
Feb 4, 2021;10:00 AM;54.94;54.94;84.85;59.18;64.83;49.9;63.64;84.85;58.19;55.99;55;55;55.99;-;60.18;54.94
Feb 4, 2021;11:00 AM;56.43;56.43;60.03;56.43;63.45;56.43;60.03;60.03;57.2;56.43;53.36;53.36;56.43;-;56.43;56.43
